text,label
I absolutely love these molds  I absolutely love these molds. I freeze all sorts of stuff in these for my doggies. Easy to clean and durable.    ,1
Sobrang ganda nagustohan ko. Oorder ulit ako nang ibang design thanks seller,1
the product is good but the other item is not good as what i expected yung tipong nageffort ka mamili king anong maganda karakter pero iba yung dumating pero okay naman siya kahut ganon,1
"Maganda naman siya pero hindi siya pareho sa picture, yung nasa picture ay mukhang maganda yung quality pero yung dumating dito ay hindi masyadong pareho dun.",0
This is not a 20000 mah powerbank. Di nya kayang i full charge cp ko Mabilis pa ma lowbatt Di na mauulit pag order ko sa inyo.,0
"This is legit guys! Sobrang nakatulong to sa akin lalo na problema ko talaga is hirap talaga ko magconnect ng speakers or wireless earphones, pero using this ang bilis na, thank you seller!",1
Ok nmn PO.mgustuhan nmn cguro anak q.tnx seller,1
Ang gandaaaaa naman tapos Tama lang Yung Size tas siguro kasya din Siya Sa Extra Large Pero sobrang crop Nya pero Ok na din For the Prize Apaka Bilis Din ng Shipping video Not related For the Coins purposes Only,1
My children were highly allergic to the material..  My children were highly allergic to the material ..had tp semd it back within 0 hour of opening box    ,0
"Fast shipping. Thank you sa mystery item, just what I needed po. Heheh. Keyboard is working pero yung cooling fan, di ko pa nattest. Will update kung anong ganap",1
Ang ganda Po. Nagustuhan ng jowa ko. Maganda siya as in. Maraming salamat. First time to buy here and I never doubted this shop. Thanks,1
Di nagrereply si seller at sobrang tgal ng shipping then nakalagay sya office hrs pero dumating ng. Gabi na around 8pm,0
"Ang ganda, nagustuhan ni hubby ko. Advance birthday gift ko na sakanya to hehe. Ang bilis din dumating tuesday or Wednesday ko ata to chineck out e.",1
Sira ung isa item disappointed sa deliver mabagal na sira pa ung item,0
"hndi ko pa sya ntrtry pero prang maganda nman, super thin i think maganda syang pang cat eye",1
Great servers  Made a 1 year old granddaughter very happy    ,1
Its working small but terrible super liit pero ang lakas ng sounds. mura na maganda pa,1
"Pangit yung item, I'm not satisfied. Sira ang scroll Botton nya kusang nag scroll down at pag nag scroll up ka baba pa rin.",0
NOPE  These things are not a body shaper. Ladies all these are some high waisted chonies that are a little smaller than they should be. You will barely notice a difference it any at all.    ,0
"Good Quality poh siya, ang gaan dalhin thank you poh",1
One Star  Size 9 was way too big. Size 8 was too small. No 8.1 made.    ,0
Very soft  Very cute plush and it's fire back is very very soft.    ,1
Great cable for what was needed!  Cable assembly well constructed. needed to feed a camera for facebook streaming with a single audio output channel. Connectors were solid and made good connection. No wiggling to make good contact needed. Well done!    ,1
"Kaya lang order ko is peach pero cinnamon rolls ang dumating, Naka sealed naman cia. Kaya over all okay naman, thank you po.",1
Doesn't charge very well... Just drains my phone battery  It's super slow at charging my phone battery and drains the battery life even more. Was pretty dissappointed.    ,0
Ok naman yung speaker malakas at maganda yung tunog. Kaso di nag wowork yung remote. Di din nag rereply si seller,0
"Hindi gumagana ang dumating na item sakin, well for it's price di naman na ako nag expect ng mataas though i'm just very disappointed.",0
Mabilis din dumating good quality pangit lang lace nya napakala liit,1
"Lousy movie  I couldn't even watch the whole movie because Jessica Lange's character is so cringy. Basically, she's an air head with an overly active libido who can't put two thoughts together and has no respect for herself, her husband or her family. Kind of like a 0910's Kim Kardashian or Paris Hilton, just trash!    ",0
1 out of 7 yung hindi gumagana. Many times ko tinry pero ayaw talaga. Kung irereturn ko pa hassle. Sana tumagal yung iba slots.,0
"Thank you po, antagal ko na nakaorder but late rate, anyways. Ang ganda niya pang school or kahit pang hangout.",1
very good  This light is beautiful and the decoration is good. The atmosphere of the light is very good    ,1
Hnd nasunod yung mga dapat n order kong kulay.at yung mask isa lng yung my filter anu lukohan dalawa walang filter.yung,0
Maganda quality Kaso isang gamitan lang siya low battery kaagad,0
Jusko lahat ng order ko may damages kita naman sa pic. Tas bukod sa may damages na d pa nasunod ung kulay ng order ko napakalinaw ang nakalagay blue ang dumating pink duh? Sa lahat ng shop na nakita ko eto ang may mapricey na price nung tumbler sabi ko okay ung mahal ng konti kasi mas matibay un pala hindi kaumaaayyyy ka seller,0
okay sya so far working naman and maganda sya Kasi maliit lang and very handy. gumagana sya and nakacharge naman ng isang phone so good sya. well packaged din. thank you.,1
"Hnd sya 20,000 mah hayy sayang pera. Sana lang tumagal.",0
"Perfect for a German Shepherd  Astro loves his new collar . It's width is perfect for his neck . Strong ,durable, he's not going to break this one !!!    ",1
Excellent phone  Excellent phone I've had it for a little while now and have had absolutely no issues the screen is excellent the software is solid and snappy camera takes pretty good photos for the money it is an excellent phone    ,1
Waste of Money  I ordered two of these to try to start journaling and to teach my son to start journaling. Neither of us cared for the layout once we looked through it and was unable to return the product. There are better options out there. It was a waste of money in my opinion.    ,0
Meant to be tlaga na makita kong sale bago mag sold out Balak ko narin kc tlagang bumili sa drugstore at naubos na yung una kong gamit. So glad nkatipid narin sa pack of 2 Bilis ng shipping kahapon ko lng inorder dumating agad ngaun.,1
Natatanggal roller sa body niya. Okay naman na din for the price.,1
Pinagisipan ko talaga bago orderin. So far okay naman wala naman problem. Natagalan lang pag deliver. Ganda ng phone lalo na white. Ang napansin ko lang mabilis sya malowbat lalo kung nka data pero kung wifi nka connect ok naman.Kailangan lang close ibang apps para magtagal battery. Pero over all maganda.Worth it.,1
Natry ko na siya maganda nga. Hehehehe Waterproof din. Thankyou so much. Super love ko tlaga products nio,1
"Maganda and malakas, ung bugs ng hangin auz na auz toh para sa kagaya qo girap makatulig sa gabi David sa sobrang init thank to the seller always active sa mga tanong qo and k rider.",1
"Pangalawang order na at d parin ako binibigo ni seller, sana next order may freebies na akong shoe protector",1
Good product  Very good quality face painting!    ,1
"Mabilis ma low batt, kailangan naka high lagi para maramdaman ang hangin, tapos buwan din bago dumating.",0
Ano ba nmn yan iba nmn dumating sakin connector hayst,0
Back to the drawing board  Update: I don't know what happened but these incense started smelling like charcoal sticks with no scent other than burnt wood. Will definitely not purchase again and discarding the remainder of the box which is well over 3/4. Highly disappointing. These incense are great! I burned one and fell in love. They burn smoothly and slow leaving a wonderful lingering scent. It is a pleasure to finally finding an authentic incense for my space.    ,0
"Stops ejecting well.  After the first use they became difficult to fluidly eject medication, which is not useful when administering medication to infants.    ",0
Not so happy with it expecting a comforter pero walang kasama kumot lng na sobrang nipis expectation vs reality talaga haaays ung kulay not so bright pa. Mapapatawad pa sana ung kulay kung ung dumating is ung talagang expected man lng na may comforter. buti nag try lng muna ako di ko dinamihan agad,0
Good quality  i would recommend pills over powder    ,1
oks lang tama lang sa price wala syang bass.,0
Jake was one of my favorite individuals on Deadliest Catch from his first day.  I enjoyed hearing the back story on Jake as he become one of my favorite individuals on the show from his first day on the Northwestern. He really has come along way!    ,1
okay naman yung product effective naman kaso sa dami siguro ng orfer wala ng kwneta customer service nila hahahaha gara,1
Nagbabayad nang maayos sa inyo bibigyan nyo nang defective item! Ano ba yannn! Yung phone is merong clicking sound pg ginagamit tapos pag nag ge-games ako eh may grounded sound din sya. Bigla din nag tuturn off. Ngayon di ko na ma open! Palitan nyo to!,0
Maliliit cya xxl na. pang tatay.pero sizes nila pambata Kakainis.wag n kayu mag attempt bumili,0
"seems pretty natural to me  seems pretty natural to me, a girl like Jodi's reaction to a guy like Travis's hypocrisy. nobody likes to be used.    ",1
Panalo nung pagkakabalot sis. Super secured ung items. Salamat po seller! Sulit na sulit,1
Ok nmn sya kaso ung mic nia pag kinakabit sa speaker grounded.,1
"Napaka approachable ni seller super nice ang quality pangalwang beses ko nang pag order to bait ni seller,at sobrang bait dn ni kuya rider napaka ingat sa items.",1
Nice sya maliit nga lang pala hahaaha pero okey na to pang picturial lang naman sa mga tinitinda ko ag picturial sa bagets thank you so much medyo hindi lang naka. Balot ng maayos,1
Product never arrived  Produce never arrived.    ,0
"Excellent quality set  This is a very high quality set. It comes with everything you need, even a hand pump for the volleyball. One of my bottom poles for the net was missing the ""foot"" on the bottom, I called them and had a new pole in 2 days. Recommended    ",1
"These are amazing!  Don't hesitate, just buy. I have them at my kitchen and basement bar. They are comfortable and stylish.. just awesome for the price as well.    ",1
Love it  I loved this show as a child and have enjoyed sharing this with my son! ??    ,1
Mali ung deniliver na sizes. Dami ko pang kinuha tapos mali mali. Dman lang mag update ung seller nakaka dismaya. My LARGE akung inorder XL at mga 2xl naman na lahat my gushhh. Ayusin niu naman kc nagbabayad kami ng tama. Tapos parang ukay namn walang balot n plastic tag isa.,0
"Thank you so much po seller mabilis po ung delivery tas maayos ung quality pati color nasunod ty po, God Bless",1
Maayos packaging as always. suki na ako ni seller. Magaganda at secured mga item during shipping. Well recommended.,1
"I orderd 6pcs tumbler, 2pcs lang ang dumating. nag request na sana ako nang return/refund kaso nag chat tayo na mag order nalang ako ulit sa shop mo para ipapadala ang uulang. Din yon na nga nag order ako para lang mapadala ang 4pcs na kulang. pero wala pa din.",0
"Ok ang item kahit plastic sya makaka hold parin ng cp Good item for its price. No negativitive comment, pasok at swak ang item",1
Worth every penny  Takes alot of the mess out of greasing fittings. Positive locking works perfect. I Definatly recommend this. Not great in tight places though    ,1
Dont look anywhere else.  Love them. Great quality looks perfect. I had my mechanic put them on. Perfect!    ,1
Sakto lang sound hindi macado malakas di mahina perfect size para sa desktop ko.sana lang tumagal tagal.worth sa price.thank you,1
Sbrng bilis malobat. 3 percent lng naidagdag. nalobat agad,0
Comfort as advertised  Very comfortable pillow. So awesome how it can be adjusted to fit everyone.    ,1
Five Stars  Absolutely adorable! Great quality!    ,1
Ayaw umikot pag may takip sumasayad sa takip ang elese,0
"Nagana naman cya ng maayos pina gan ko ng 16 hours ok naman, hindi sira ang fan, hindi cya cool gawa cguro ng hot talaga ang weather kahit put ng ice or soak in water ang filter wala na ang coldness. Dapat malapit ang fan sau pag malayo d abot. Mabilis naman shipping",1
Goods po siyaa. Kumpleto na dumating and nagagamit namin. Mabilis ang shipping excellent quality will order again,1
"Doesn't stay lit more than 1 minutes  Worked well for the first month. Would stay lit for over an hour. Right after that, and the return window, it goes dead in under 1 minutes after a full charge.    ",0
it LEAKS!  Love the design and color but it leaks like crazy. I tried to make a frittata and all batter went right through the bottom even though I made sure it was well locked. I will return it and hopefully the next one will be better. The egg rack and mini mitts it comes with were great though.    ,0
Feels pretty good on the hand  Its convenient for price and usage    ,1
bili nalang kayo sa ibang shop sayang lang pag dito naglleak tunog sa earphones tapos left side lang maririnig halos,0
Sobrang effective. Nawala yung problema ko sa amoy pawis,1
"Too Many Design Flaws  The 2 round feet that slide the trays back and forth hang so low from the top tray that they get stuck on the pods in the tray below preventing both trays from sliding open or closed. Neither tray has a handle or knob to help slide them back and forth and you have to dig your fingers in between the metal to pull them out. If your trays are full of pods and you want to take a tray completely out, the pods all the way in the back latch onto a lip that is on the inside front of the frame, preventing the tray from moving any further. I went ahead and chopped off the round feet on trays and installed knobs on the front. The manufacturer needs to take this back to the design stage.    ",0
ang liit nung size para lang syang small.,0
9yo gives 1 stars :)  My 9yo says this game is AWESOME. He loves it.    ,1
"I Will not recommend this seller hindi concern sa kanyang costumer, hindi nag rereply sa chat. Imagine 3 slimming panty cycling short ang kulang sa parcel ko at ni isang reply sa chat wala C seller, kaya I Will not order this shop again.",0
I love it. ang ganda talaga. Maganda yung quality ng mouse. Sulit sa presyo. Sana lang talaga tumagal sya. 2 days ko palang nagagamit kaya di ko masiguro kung pangmatagalan,1
thank u po sa free na 10pair set isa lng order q free sf pa.tpos 2 pnadala nyo.slamat,1
Sakto lang ang taas pero yung palapad ng sapatos maliit. masikip para sa 44,0
Hindi sya masyadong maliwanag tapos yung packaging sira sira na yung box then tinipid sya sa bubble wrap then yung rider medyo masungit ma ewan sabi ng mother ko hehe,0
Great purchase.  My kids love these rings! Good quality. Gave them something fun to do.    ,1
One Star  We STILL have mice months later.    ,0
"Love the amazon essential line  Was a gift for my son and he loves it. Says it's comfy, warm and soft. So far I have been Very happy with my amazon essential purchases    ",1
Ang Ganda! Nagustuhan ng Kapatid ko kaso medyo malaki hahah pero kasalanan niya siya nagsabe ng size e pero malalakihan pa Naman niya. Thank you!,1
My 7 year old loves it.  I bought this for my 7 year old son and he absolutely loves it. He can be a little rough on his toys but this bow and arrow set is sturdy and it's easier for him to use than some others we've tried.    ,1
"Nice looking, weak performance  The first one I ordered did not work right out of the box. I was provided a replacement which worked fine until the first battery replacement. After replacing the batteries I could not get it to work. Very disappointing as it not an inexpensive pen light.    ",0
Love this  I love this product. It really helps with my anxiety. It takes about 11 minutes to kick in but I love that I can take a second dose if needed too.    ,1
Bad service  Never received the item that they left outside then we got snowed in and who knows were they ended up. Will not buy from this vender again.    ,0
GANDAAAAAAAA I DON'T THINK BAGAY YUNG BALLERINA NA PARACORD SA ROSE QUARTZ PEROOOOO APAKAGANDA ALLGOODS! NO DAMAGE AT ALL BOX LANG HAHAHAHA THANKS SELLER MWUAAAAH!,1
Yung order ko dapat meron car cord pero wala ako natangap wala sa box. Sinabihan lang ako ng seller na meron na sinabi ko na nga na wala ako natangap then no reply na,0
Nakaka disappointed po Humana sya seconds lang then biglang namatay task ayaw na gumana ulet,0
Kulang kulang ang dinidiliver na item… VERY DISAPPOINTED…yung may usapan na kayo pero hindi sila tumutupad pinadispute pa nila refund request ko at pinag order ng panibago pero ang ending kulang pa rin diniliver Akala ko maayos sila kaayos na sabi wag nalang magrefund at magorder nalang ult,0
Ganda nya makapal din yung tela nagustohan ng bofie ko. Ang angas daw thank you seller,1
"Thanks seller. Worth the price naman. Kala ko lng may charger un pala port wire lng. Pero over all ok naman siya. At nong may katanungan ako at kelangan ko ng reply, ngreply naman si seller.keep up the good work!",1
Great!  Super easy to use and less mess    ,1
good at safe ung item tsaka mabait ung nagdelever salamt sa seller,1
parang basta nalang binigay ni supplier may basag. naglagay ako ng message paki check muna bago ideliver pero thanks parin kay rider nakarating parin sa bahay.,0
No response from seller.  Product only worked a few weeks. Contacted seller by email through Amazon and no response. Will never buy from seller again. Horrible product.    ,0
AYOSIN NYO PO PAG BOX PO PARA WALANG SIRA EG DOMATING SAKIN MAY BASAG SANA PO AYOSIN NYO PO. PARA D PO MASIRA PAG DUMATING SAMIN. TSKK,0
"Strong smell  Disappointed. Thought the chemical smell would go away, but it still smells like moldy memory foam. I had to return it.    ",0
"Love this!  Great product! Has so many different options for a variety of chopping needs. Works great, easy to put together and so simple to use. It makes meal prepping for the week a breeze. The best feature is the container underneath, to help avoid the mess while chopping. Definitely money well spent.    ",1
The headphone is perfect! I'm loving use this  Very pleased with the sound and quality    ,1
Yung eyeliner ang daling gamitin it takes me 1 hour to do a perfect eyeliner ngayon halos 5 minutes na lang yung lipsstick naman maganda naman,1
Ok sana kaso may Isang t-shirt na may butas eh. nkakadismaya peru Ok lang din Yun. salamat din sa maayos na pag deliver.,1
Panget nyo orderan d kau nag rerespond tsaka nag leave aq message na dapat magkaiba ang kulay.bwesit pareho baga ini,0
UMORDER KME SA TAMANG SIZE PERO PAG DTNG SMALL HND KME NGSASAYANG LNG NG PERA.SELLER KYO DPT ALM NYO YAN KUNG ANO PINAPACK NYO.PDE NYO NMN KUHANIN ULET TO AT PALITAN NG BAGO PERO PRNG KAME PA MY KSALANAN.ALM KO MALIIT N HALAGA LNG YUNG126 PERO SMIN MLKI N YAN DHL MHRP KUMITA NG PERA NGYN DHL PNDMC,0
Maganda yung hair clamp but wala yung hikaw sayang pera ko Kung ano payung mahal sya payung wala sa sususunod check nyo yung ipapadala nyo nakailang hanap nako wala talaga,0
Faulty Heater  The product didnt work. The plumber installed it and water was flowing out of the heater and flooding my bathroom. Couldn't get another one because by the time I installed it the refund period for it which was 0 month was up.    ,0
Cool cover for your fob!  Its pretty nice for the price.....    ,1
Excellent product! At first I have. doubts kasi mura ko lang sya nabili. Pero it's working! Compatible sya sa laptop ko. No lagging pag ginagamit na sya.,1
"Much improved my WiFi situation  Previously, my WiFi situation looked somewhat like this: a ISP provided router in the downstairs corner of my 2 story home. The signal barely reached to the upstairs corner of my home where I had my office. It was enough for my devices to see and connect to my network, but not enough for video or fast browsing. So, I went to Amazon in search of a Powerline kit to augment my ISP's WiFi connection. I eventually settled for this product. I was worried that it would not work, as the two rooms I planned to place the two units in were on different breaker boxes. However, the units connected to each other in about 1 minute. I connected a spare router to one end and my ISP's WiFi modem to the other, and it works great! Would recommend to those who have a medium level of technical knowledge, but otherwise it works great! TP-Link also provides a tool that allows you to configure the lights on the units.    ",1
I just waste my money  Opened one of boxes and all biscuits were damaged. I bought them to send to my mom who doesn't live in U.S. I just waste my money.    ,0
outfit as shown  ordered for my grandson    ,1
Iphone says this is not compatible  Does not work with iphone.    ,0
Not get hot enough  Returned it. Bad packaging and it did not get hot enough to de-solder anything. Going to stick with the manual plunger type for now    ,0
All good maganda packaging pero di ko pa nattry.thank seller.,1
Andaling nasira yung isang flexpod.haysss,0
sira yung product na binigay ng seller nakakainis,0
One Star  I have been sharpening knives for 10+ years. This item did not work for me.    ,0
Thank you Salamat po seller sa magandang products thumbs up sa magandang products at thanks dahil responsive kapo sa mga tanong ko order na kayo guys magugustuhan niyo talaga. Thankful ako Naka ilan na ako na order dito ang ganda kasi,1
"Does not protect your phone.  Not super impressed with this case. I have never cracked an iPhone. I've owned one for years. When I upgraded to the iPhoneX, the case I usually buy wasn't available yet so I got this one. My daughter knocked my phone out of my hand accidentally and it fell on the Walmart floor. I wasn't worried because my phones have taken worse hits but when I turned it over I could see a crack on the back glass. When I took it out of the case the top corner was shattered. The corners are supposed to be the most cushioned. This case didn't protect my very expensive phone at all. The rubber frame is also starting to pull away from the hard plastic back and I've only had it for 4 months. I will be purchasing a different case from another company. I gave it 0 star because it is a cute cover and I like that the back is clear. Otherwise I wouldn't give it any stars at all.    ",0
Manipis ang tela at hindi maayos ang tahi. hindi man lang dinoble check kung okey yung ipapadala nilang items.,0
Great looks poor performance  It looks great but it is not very efficient. I would not recomend this item.    ,0
"cheap material and it makes a annoying squeaking noise that can sounds like nails on a ...  Came broken, cheap material and it makes a annoying squeaking noise that can sounds like nails on a chalk board every time you roll it on your skin    ",0
"Ordered May 13, 2022 Received May 16, 2022 Mukhang okay na rin, sana okay rin pag nasa beach na. Thanks seller, God bless",1
thank you seller.its been a long time since i ordered this items pero mas nauna pa ung mga late ko na orders dumating.pero ok pa rin namn.sana tumagal ang gamit neto.,1
"I charged it for 3hours, gumana siya nang 1minute lang, hindi rin siya nakakablend kahit maliit na piraso nang saging",0
Wide slots!!  Replaced my old toaster and really love this one. This toaster is much wider than the one I previously owned. I can now toast wider breads and I really like that it has a removable crumb tray as my previous one didn't have one and I had to shake the whole toaster to clean it out. The stainless steel looks very fancy as well.    ,1
"Magkaiba ng size dumating, nakakainis. Ang liit at di maganda yung tela.",0
"Usang beses ko mag bigay ng mababang rating ang tagal naka charge pag gamit ko mabilis malowbat, sa pic apat ang blade pag dating 2 lang.",0
"Ang gañda ng item, makapal sya peri medyo mainit to pag sinusuot, bagay sa tag ulan to, thnx seller. God bless sa shop mo",1
Thank u s shop na ito dhil gumana lhat ng port.,1
"Who Knew It Was a Bag?!  I love these bags! I have two in my purse (oversized strawberries) so wherever I go, and whenever I need a bag (because we all know those times arise when suddenly we find two or three things we want to take home but we have no bag to carry them in), I am prepared! I whip out the oversized strawberry from my purse, and ""unfold"" it and voila! I have a sturdy, strong, fun, light, roomy bag to carry my groceries or garage-sale findings, or fun things my friend gave me after he finished re-arranging his house. Truly, these bags are practical, well-made, and fun! I'm bringing a bunch of them to Ecuador, where I have a no. of friends, because they each want one! These are a great find and a great buy!    ",1
Many critics say that this product not worth the price. I totally agree!  Just not for me. Poor product! Didn't work at all. Don't let the photo fool you! Packaging looks very simple. Cannot complain for price but not what i expected.    ,0
Thanks you seller. Mabilis lang nadeliver. Ganda ng items.,1
"okay ung hitsura at price ng product pero di ko inexpect na amoy plastic pla, nkkailang wash na ko tapos pinakuluan ko pa pero ganun pa rin amoy. 2x ko na rin nagamit ung turner pero ganun pa rin amoy. medyo sensitive ako sa amoy kaya nkakasuka,will not use it again or bka itapon na lng",0
"Don't waste your money.  It leans terribly, the drawers come out of their slots and become stuck because it isn't sturdy. The drawers then scrape and peel away when in use.    ",0
"hindi maayos ang packaging, maganda sana",0
I wasnt happy with the size and I bought the biggest size  The purse looks bigger in the pictures with the model.. I wasnt happy with the size and I bought the biggest size. In the picture the purse looks bigger and I suspect they used a child or a very very tiny model.    ,0
Super duper bilis ng delivery kinabukasan agad Akala ko mga oct 5 pa pero 2-3 days lang nasakin na agad Highly recommended this shop thank you so much,1
Tabingi pho yong Sak sakan Niya inayos pa ni papa para masakto Siya sa butas kc d Siya ma e charge naka,0
Thank you Seller. ganda ng products. No damage po lahat. good stocks. nakailang bile nako nito Thank youuuu,1
inorder ko ng maayos dumating na may yupi at andaming gasgas mukang nagamit ako na magaadjust aayusin ko nalng hayss nakakadismaya magorder ng ganto,0
Malakas pa yung pag ihip kumpara sa suply ng hangin ng mini elec fan,0
"They are just lights, very nice looking lights.  They were exactly what we expected. They were on 24/7 for over a month without fail. I didn't have a timer set up as I had two sets paired with Mr Christmas lasers that don't turn on automatically if power is cut.    ",1
As advertised  Easy to install. Exactly what I needed.    ,1
Manipis po sya pero maganda po. Pang buhangin lang po talaga. Kunsabay tama lang din po sa price nya.,0
"Awesome diaper bag!  This diaper bag backpack is stylish and good price! It looks exactly like it does in the photos, so don't worry about that! I thought it was going to be a little bit on the bulky side, but it's actually not at all. The functionally of the diaper bag is awesome! It's deep and stylish, has plenty of pockets and the bottle compartment does keep milk warm for awhile. I've only been using this mommy bag for a few days so I can't speak to it's long term durability.    ",1
tagal na nga dumating ng order wrong item pa ibinigay,0
Napakanipis nung Tela. Though expected naman kasi mura lng siya.,0
Not lightning to HDMI adapter  Don't know in what world that the seller thinks this wouldn't be obvious. This is a complete sham. Box said one thing contents are completely different    ,0
Mali Yung na bigay sa akin kung Ng Isa,0
"they are soft and great for circulation  I am a Nurse and I bought these sox for work, they are soft and great for circulation, I love them.    ",1
One Star  Not comfortable to sit on.    ,0
"great tarp for a great prce  very lightweight with solid reinforced stitching where it matters, could use a few extra tie-down straps but it has center tie straps which most tarps don't, nice self-tightening clips on the tie down straps, great value for under $30    ",1
"trash  I give this a negative 1. It has no point, and no plot. Even as a trailer this would be bad. An abusive lesbian almost couple gets killed by a guy with a hammer. The end.    ",0
Not fit for 3 liter cooker  Bought it for 3 litre cooker. It doesn't fit. Initiated return. Don't buy for 3 LTE cooker..    ,1
Ang ganda.di na masama.di mukhang mumurahin. ganda ng tela.sana tumagal.thank u seller.will order again.ibang kulay naman. pangit nga lang yung box pero ok naman.,1
"So funny  My nephew will love this, my sister...not so much but it's what he asked for. Can't wait to see him open it!!    ",1
Cracked screen protector  I had this screen protector for 06 days and it cracked. Thank God my watch didn't crack.    ,0
Had to wait an extra day .. then...  Did not get what I ordered.. was only chocolate    ,0
2nd wrong order!  I ordered a large got a medium and the wrong style!! I wanted a pullover.    ,0
Ang tagal bago na ship. Nakailang failed pa sa pick up sa seller. Tapos ung browpen chestnut order ko ang pinadala dark grey. Yung ang tagal na nga may mali pa rin,0
"Ok lang rin yung product, medyo kaunti sa inexpect ko pero okay na rin siya, tinary ko na siya pero di pa naman matagal, sana May improvement sa balat",1
Pretty but thin.  I love them even though they are thinner than I expected.    ,0
exactly as advertised  exactly as advertised    ,1
I'm so disappointed. Ibang item yung dumating imbis na black maroon yung binigay nila pls. lang send the item first bago kayo mag ship. D nato accident katangahan na po andami ng nag rereklamo,0
"Madami na kami nabibili na ganito, mura din kasi. Nagpapabili sa akin mga nakakakita. Ok naman maayos at nagtatagal.",1
Looks nothing like the photo  This is not brass. Don't order this. Looks nothing like the photo. They make you pay the postage to return it.    ,0
G akala ko may pera hahaha pero goods salamat,1
Garbage  We replaced the parts according to instructions. The wheels broke off after about six weeks.    ,0
Salamat seller. supper bubble wrap. next time ulit oorder ako sa inyo. thank you. 5 stars kayo ni shopee. super love ko na kayo,1
One Star  These break way too often. Upgrade to the white nicer ones.    ,0
Mejo nasad ako kasi i paid naman but not totally satisfied kasi may damage.hindi pa naman nag sesend ang seller ng. Picture before mag ship.cguro dhil hndi sila confident na totally maayos ang product nila.,0
.  I got the same size shoe from the actual store and this was super tiny which leads me to believe they are not actual old navy flip flops go to old navy tjey are like a dollar or 2    ,0
"IM REALLY DISAPPOINTED, kasi akala ko talaga waterproof hindi pla at isa pa hndi na sunod ang kulay na inorder ko ibang kulay ang dumating,very disappointed talaga. kaya sa susunod maging honest kayo sa customer ninyo na nagbabayad ng tama sa inyo. by the way sa rider thank you so much and keep safe always sa biyahe.",0
Stops working after a couple weeks  Worked great for the first couple weeks and now wont turn on even when fully charged. So can charge it but won't turn it on. Sending back.    ,0
Hindi sya cotton at mainit ung damit pero ung print nya maganda namn tama lang sa price nya. Ang kaso di pulido ung tahi kitang kita namn sa video diba may butas,0
Thankyou Ang ganda. Kaka plug ko palng knina. So let's see Kung tatagal talga. Pero sobrang na amaze ako. Thankyou so much Ang bait din Ng nagdeliver,1
Great Value and Top Quality !  Great value and top quality bristles in this shaving brush. Bristles are very soft and don't easily come out of brush. It allows me to have a close comfortable shave. Definitely would purchase again. 1 Stars!    ,1
"Dis appointed ako.ang liliit ng t shirts, sabi medium to large, pambata ang size, medium lng ako.hayyyy sayang 3 p nmn order ko.",0
Yung pang girl na watch sira sya nagsstop na lang bigla but gumagana naman yung isa. Maganda sana e,0
"Hindi po nilagay sa box yung package, nag leak po yung conditioner. Sana po next time ilagay sa box para naman hindi magleak.",0
Ok sana ang looks kaya lng sobrang mahina pala,0
"This is my husband favorite soap since na e try nyang gamitin Nung bumili ako àlmost 2 decade na ginagamit,Nung nalaman kung meron sa shoppee Hindi na kailangan pumunta sa shop hassle free thank you sa mabait na rider àlam na Ang Bahay",1
Smells great. Love this product I use it every night ...  Smells great. Love this product I use it every night in my diffuser to go to sleep. I used to have trouble falling asleep at night but with this I never have a problem. Would buy again.    ,1
"Old Product  I am very disappointed. The nuts seem to be from last season! The hulls have lots of dark streaks and the meat is thin and leathery; sometimes partially dried. The taste is almost non-existent. I cracked, looked through and tasted many. Waste of money!    ",0
Less than a month old and already a hole.  Already has a hole after about 1 uses. I would not purchase. I still own a pocket hose ( name brand) and have had for two years.... learned it is best to buy the name brand and spend a little more.    ,0
Perfect!  This band was exactly what I was looking for. It matches the color of my Apple watch series 4 perfectly. It looks elegant and it is very practical.    ,1
"di ko na na-videohan yung pag open ko pero seryuso sobrang kapal ng Buble wrap niya as in, talagang safe talaga yung order mo pag umabot na sayo. maganda naman siya ang kaso lang yung isa medyo nagasgas yung takip niya pero okay lang yan. basta overall maganda at matibay although medyo matagal lang siyang dumating pero worth it naman kasi sa halagang 92 pesos may dalawa nakong vacuum flask. thank you seller!",1
Love  Perfect for the size I bought    ,1
WG NA WG KAYONG OORDER DTO NAPAKATAGAL NG SHIPPING CONSIDERING FROM MANILA LANG YUNG ITEM. KAHIT NA PRE ORDER WLANG TATAGAL NA SHIPPING NG 1 MONTH KUNG MANILA LANG. PINAPACANCEL KO PERO DINELIVER PARIN NG TNGNG SELLER. NAKAKAGALIT KASE D MAKAINTINDI ILANG BESES NA SINABIHAN. NAKAKAINIS PNGT NG ITEM!,0
"Description is Misleading NOT Gold.... marked GF  This product is very misleading, it is advertised as Solid 04 kt gold when it is actually Gold filled. I should have read the review before purchasing. All said the same thing.    ",0
Five Stars  Great product... very fast shipping..    ,1
Okay naman yung mga items kaso sadyang maliit lang talaga yung sukat ng damit pambata yung size nato para sa medium at large,0
ang bilis dumating ng products. dadalhin ko ito sa province para ilagay sa daanan. Sana tmagal. Tnx shopee,1
"Never received the item  I order this canvas head weeks ago, had the prime membership for next day delivery only to receive an email that it is late and that it is on its way. Only to find out days almost weeks later that it was lost in transit. This is beyond of professional and never received my refund on the purchases or received another shipment. Will be contacting Amazon about this.    ",0
